,movie_id,imdb_id,title,imdb_rating,year,genre,director,cast,cover_url,plot,url
1006,1014,2245084,Big Hero 6,7.8,2014,Animation | Action | Adventure | Comedy | Crime | Family | Mystery | Sci-Fi,Don Hall|Chris Williams,Scott Adsit|Ryan Potter|Daniel Henney|T.J. Miller|Jamie Chung|Damon Wayans Jr.|Genesis Rodriguez|James Cromwell|Alan Tudyk|Maya Rudolph|Abraham Benrubi|Katie Lowes|Billy Bush|Daniel Gerson|Paul Briggs|Charlotte Gulezian|David Shaughnessy|Kirk Baily|Reed Buck|June Christopher|Cam Clarke|Roy Conli|Cooper Cowgill|David Cowgill|Marlie Crisafulli|Terri Douglas|Jackie Gonneau|Nicholas Guest|Bridget Hoffman|Kelly Hoover|Leah Latham|James Taku Leung|Yuri Lowenthal|Tim Mertens|Yumi Mizui|Brian R. Norris|Sundra Oakley|Marcella Lentz-Pope|Michael Powers|Lynwood Robinson|Shane Sweet|Josie Trinidad|Stan Lee,https://m.media-amazon.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_SX200_.jpg,"When a devastating event befalls the city of San Fransokyo and catapults Hiro into the midst of danger, he turns to Baymax and his close friends adrenaline junkie Go Go Tomago, neatnik Wasabi, chemistry whiz Honey Lemon and fanboy Fred. Determined to uncover the mystery, Hiro transforms his friends into a band of high-tech heroes called ""Big Hero 6.""",https://www.imdb.com/title/tt2245084
1007,1015,369610,Jurassic World,6.9,2015,Action | Adventure | Sci-Fi,Colin Trevorrow,Chris Pratt|Bryce Dallas Howard|Irrfan Khan|Vincent D'Onofrio|Ty Simpkins|Nick Robinson|Jake Johnson|Omar Sy|BD Wong|Judy Greer|Lauren Lapkus|Brian Tee|Katie McGrath|Andy Buckley|Eric Edelstein|Courtney James Clark|Colby Boothman|Jimmy Fallon|James DuMont|Matt Burke|Anna Talakkottur|Matty Cardarople|Michael Papajohn|William Gary Smith|Kelly Washington|Isaac Keys|Patrick Crowley|Chad Randall|Gary Weeks|Bill Ogilvie|Allan Tam|Yvonne Nunez-Angulo|Chloe Perrin|Timothy Eulich|Kevin Foster|Bonnie Wild|Brad Bird|Colin Trevorrow|Rachel Acuna|Anthony Aldapa|Samuel Ali|Jerome Andries|Chris Angerdina|Michael D. Anglin|Renne Araujo|John L. Armijo|Attila|Fileena Bahris|Shereen Balles|Nazeema Bartek|John R. Bennett II|Lukas Bennett|Hayley Blackall|Matthew Blackmon|Peter Bogatsky|Chase McCleery Bouchie|Meredith Brumwell|Jimmy Buffett|Tom Bui|Brady Calhoun|Svitlana Campbell|Hélène Cardona|Ross Carter|Ron Centanni|Arinitra Chandler|Heather Ashley Chase|Rebecca Chulew|John C. Coffman|Nelson Colburn|Alysson Da Silva|Judyth Daley|Cody Daniel|Natalie Daniels|Paul Darnell|Connor Day|Nick De Semlyen|Christopher De Stefano|Emmanuel Dejesus|Edward J. Delmore III|Michelle DeVito|Jessica Nicole Dickerson|M. Elizabeth Dickerson|Steven I. Dillard|Sanethia Dresch|Divine Prince Ty Emmecca|Erika Erica|Adrienne Esteen|Hailey Farah|Anthony Feliciano|Eddie J. Fernandez|Osvaldo Fernandez|Joseph Fischer|Tait Fletcher|Tiffany Forest|Rebecca Forth|Jaden Francis|Rob Fuller|Doug Gagnon|Kyle Gahagan|John Garcia|Robb Gardner|Tahseen Ghauri|Jacobi Glaude|Geraldine Glenn|Lymari Graciano|Channing Guidry|Donna Guidry|Josh Gunderson|Beverly Hanley|Leighton Hara|Scott Harbison|Jimi Harper|William E. Harris|Elton Hartzler|Brooke Hartzog|Shannon Hemmings|Christopher Heskey|Brandon Marc Higa|Jamon Holmes|Tom Holowach|Julia Holt|Abraham Hsu|Lizeth Hutchings|David Matthew Jenkins|Bret Dallas Johnson|Ryan Matthew Johnson|Tamika Shanell Johnson|Wendy Clarice Jordan|Brent Kappel|Mohan Kapur|Joseph Kingsley|Floyd Knight|Ken Knight|Inder Kumar|Christian LaBella|Justin Lacalamita|Douglas Pioneer Lacey|Rhonda Laizer|Ranier Langley|Cynthia LeBlanc|Elton LeBlanc|Paul S.W. Lee|Robbie General Lee|Nicholas Leiting|Michael A. Lilly|Rena Loveman|Jesse Lunsford|Emily Lyman|Justin Mane|John R Mangus|Tracy B. Mann|Starla Marie|Hayes Markham|Adam Arness Mason|Susan Mathewson|Ryan McCraw|Mike McCutchen|LJ McDonald|Chris McFarland|Claire McReynolds|Silvia Moore|Mike R. Moreau|Thomas Blane Morgan|Rana Morrison|Duane Moseley|Moses Munoz|Ashley Murdzia|Steven M. Murdzia|Serenity Neil|Arlene Newman-Van Asperen|Keith Nussbaum|Shaun Oliquiano|Jay Oliver|Johnny Otto|Jerald M.S. Pang|Darla Pelton-Perez|Austin Ray Perry|Craig Prengler|Tami Prengler|Zach Prengler|Joshua Probus|Madison Probus|Zachary Probus|Alan D. Purwin|Philippe Radelet|Neal Radia|Anthony Ramsey|Dmitri Raskes|Megan Rebelo|Jacob Revere|Emilio Reynoso|Brandon Richardson|Neil Riddaway|Michael Ridley|Sandy Ritz|Jake Uriah Rupp|Dalton Russell|LaQuita S-Kay|Anthony J Sacco|Plynlymmon Sanguis|William Schaff|Christopher Scott|Diane Selken|Andrea Elizabeth Sikkink|David James Sikkink|Kerry Sims|Toshi Sinha|Mona Sishodia|Billy Smith|Bomber Hurley Smith|James Michael Smith|Lisa Ann Smith|Michael Bennett Smith|Michael John Smith|Scot Smith|Thomas Ryan Smith|Chris Sprister|Ingrid Steed|David Stickler|Seannon Stracener|Sue-Lynn|Joshua Nylan Tanner|Erik Thirsk|Bob Walker|Jency Allison Weeks|Mark White|Douglas Wilcox II|Boriana Williams|Donnell Jewell Williams|Sam Wirch|Stephen Wise|Jennifer Rikert Wolski|Benjamin Wood|Nico Woulard|Brady Yarborough|Jesse Yarborough|Marn Zeeb,https://m.media-amazon.com/images/M/MV5BNzQ3OTY4NjAtNzM5OS00N2ZhLWJlOWUtYzYwZjNmOWRiMzcyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX200_.jpg,"Twenty-two years after the original Jurassic Park failed, the new park, also known as Jurassic World, is open for business. After years of studying genetics, the scientists on the park genetically engineer a new breed of dinosaur, the Indominus rex. When everything goes horribly wrong, will our heroes make it off the island?",https://www.imdb.com/title/tt0369610
1008,1016,64665,Midnight Cowboy,7.8,1969,Drama,John Schlesinger,Dustin Hoffman|Jon Voight|Sylvia Miles|John McGiver|Brenda Vaccaro|Barnard Hughes|Ruth White|Jennifer Salt|Gilman Rankin|Gary Owens|T. Tom Marlow|George Eppersen|Al Scott|Linda Davis|J.T. Masters|Arlene Reeder|Georgann Johnson|Jonathan Kramer|Anthony Holland|Bob Balaban|Jan Tice|Paul Benjamin|Peter Scalia|Vito Siracusa|Peter Zamagias|Arthur Anderson|Tina Scala|Alma Felix|Richard Clarke|Ann Thomas|Viva|Paul Rossilli|Ultra Violet|Paul Jabara|International Velvet|Cecelia Lipson|Taylor Mead|Paul Morrissey|Joan Murphy|Al Stetson|Lucian Addario|Pat Ast|Bernice|Mary Boylan|Philip Bruns|Randall Carver|Marlene Clark|Robert Dahdah|William Door|Sandy Duncan|Trent Gough|Paul Jasmin|Barbara Maggio|Jay Morran|Waldo Salt|Renee Semes|Larry Sherman|Jeffrey Walker|M. Emmet Walsh|Bill Walters,https://m.media-amazon.com/images/M/MV5BZmFlZDZmMTYtZjczOS00M2M0LWIxYzItYmRjM2IxYTg4NDg2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX200_.jpg,"Texas greenhorn Joe Buck arrives in New York City for the first time. Preening himself as a real ""hustler"", he finds that he is the one getting ""hustled"" until he teams up with down-and-out but resilient outcast Ratso Rizzo. The initial ""country cousin meets city cousin"" relationship deepens. In their efforts to bilk a hostile world rebuffing them at every turn, this unlikely pair progress from partners in shady business to comrades. Each has found his first real friend.",https://www.imdb.com/title/tt0064665
1009,1017,67116,The French Connection,7.7,1971,Action | Crime | Drama | Thriller,William Friedkin,Gene Hackman|Fernando Rey|Roy Scheider|Tony Lo Bianco|Marcel Bozzuffi|Frédéric de Pasquale|Bill Hickman|Ann Rebbot|Harold Gary|Arlene Farber|Eddie Egan|André Ernotte|Sonny Grosso|Benny Marino|Patrick McDermott|Alan Weeks|Al Fann|Irving Abrahams|Randy Jurgensen|William Coke|The Three Degrees|Frank Adonis|Gilda Albertoni|Robert Dahdah|Frank Durk|Sheila Ferguson|Rhina Ferrari|Sarina C. Grant|Joe Lo Grippo|Melonie Haller|Valerie Holiday|Eric Jones|Gladys Lane|Jean Luisi|Doris McCarthy|Charles McGregor|Lora Mitchell|Maureen Mooney|Santos Morales|Silvano Nolemi|Fayette Pinkney|Burt Richards|Willy Switkes|Fat Thomas|Robert Weil,https://m.media-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX200_.jpg,"William Friedkin's gritty police drama portrays two tough New York City cops trying to intercept a huge heroin shipment coming from France. An interesting contrast is established between 'Popeye' Doyle, a short-tempered alcoholic bigot who is nevertheless a hard-working and dedicated police officer, and his nemesis Alain Charnier, a suave and urbane gentleman who is nevertheless a criminal and one of the largest drug suppliers of pure heroin to North America. During the surveillance and eventual bust, Friedkin provides one of the most gripping and memorable car chase sequences ever filmed.",https://www.imdb.com/title/tt0067116
1010,1018,63522,Rosemary's Baby,8.0,1968,Drama | Horror,Roman Polanski,Mia Farrow|John Cassavetes|Ruth Gordon|Sidney Blackmer|Maurice Evans|Ralph Bellamy|Victoria Vetri|Patsy Kelly|Elisha Cook Jr.|Emmaline Henry|Charles Grodin|Hanna Landy|Phil Leeds|D'Urville Martin|Hope Summers|Marianne Gordon|Wende Wagner|Toby Adler|Rutanya Alda|Bill Baldwin|Walter Baldwin|Roy Barcroft|Charlotte Boerner|Gail Bonney|Yvonne Bouvier|Carol Brewster|Lynn Brinker|Sebastian Brook|William Castle|Florence Clayton|Gordon Connell|Patricia Ann Conway|Pearl S. Cooper|Roger Creed|Jane Crowley|Tony Curtis|Joyce Davis|Paul Denton|Charles Drubin|Alphonso DuBois|Duke Fishman|Janet Garland|Jamie Simone Gomez|Ann Graeff|William Graeff|John Halloran|Ernest Harada|Marilyn Harvey|Jean Inness|Al Jepson|Ray Johnson|Irene Kelly|Jack Knight|Mona Knox|Michael Larrain|Louise Lawson|Craig Littler|Ken Luber|Lorna Luce|Donna Mantoan|Natalie Masters|Martin Meyers|Svetlana Mischoff|Elmer Modlin|Floyd Mutrux|Geoffrey Norman|Patricia O'Neal|Robert Osterloh|Josh Peine|Gale Peters|Benito Prezia|Jack Ramage|Joan T. Reilly|George R. Robertson|William Roderick|George Savalas|Almira Sessions|Naga Seversen|Michael Shillo|Bruno Sidar|Tom Signorelli|Michael Stark|Cathy Steele|Al Szathmary|Clay Tanner|Sharon Tate|Viki Vigen|Eleanore Vogel|Max Wagner|Robert Whaley|Frank White|Adele Wynn,https://m.media-amazon.com/images/M/MV5BMTA5NWQwMmYtZjEyYS00Nzc2LTgwZjAtNTQ4NmFmZjNkNjg4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX200_.jpg,"Desirous of starting a family, young Catholic homemaker Rosemary Woodhouse and her struggling actor husband Guy move into The Bramford: New York City's iconic building brimming with unpleasant stories of obscure dwellers and ghastly occurrences. And before long, the eccentric next-door neighbours Roman and Minnie Castevet befriend the young couple; shortly afterwards, Rosemary gets pregnant. However, as the inexperienced mother becomes systematically cut off from her circle of friends, alarming hints of a sinister, well-planned conspiracy start to emerge, enfolding timid Rosemary in a shroud of suspicion and mental agony. But why is everyone so conveniently eager to help? Above all, why is Guy allowing it?",https://www.imdb.com/title/tt0063522
1011,1019,140352,The Insider,7.8,1999,Biography | Drama | Thriller,Michael Mann,Al Pacino|Russell Crowe|Christopher Plummer|Diane Venora|Philip Baker Hall|Lindsay Crouse|Debi Mazar|Stephen Tobolowsky|Colm Feore|Bruce McGill|Gina Gershon|Michael Gambon|Rip Torn|Lynne Thigpen|Hallie Eisenberg|Michael Paul Chan|Linda Hart|Robert Harper|Nestor Serrano|Pete Hamill|Wings Hauser|Cliff Curtis|Renee Olstead|Mike Moore|Gary Sandy|Willie C. Carpenter|Paul Butler|Jack Palladino|Megan Odebash|Roger Bart|Alan Desatti|Sayed Badreya|Chris Ufland|Douglas McGrath|Bill Sage|Joseph Hindy|Dennis Garber|Tim Grimm|Paul Perri|Wanda De Jesus|Robert Patrick Brink|Vincent Foster|James Harper|Eyal Podell|Breckin Meyer|David Roberson|Gregg E. Muravchick|William P. Bradford|David Clyde Carr|Ann Reskin|Claire Slemmer|Steve Salge|Derrick Jones|Donald F. Burbrink|Vyto Ruginis|George R. Parsons|Isodine Loury|Charlene Bosarge|Saemi Nakamura|Ronal G. Yokley|Bob Lazarus|Robert J. Ragno Jr.|Alvin L. Welch|Nathan Lewis Hill|Paula Bisbikos|Christi Evans|Knox White|Amy L. Caudill|Cara Briese|Brian Canberg|David C. Fisher|J.B. Flinn|Phil Hawn|Tom Jones|Zane Lamprey|Don Langley|Clyde Lee|Robert D. Parham|Roger Phenix|Scott Ritcher|Ted Speaker|Robbie G. Tomlin|Susan Wagner,https://m.media-amazon.com/images/M/MV5BODg0YjAzNDQtOGFkMi00Yzk2LTg1NzYtYTNjY2UwZTM2ZDdkL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX200_.jpg,"Balls-out 60 Minutes Producer Lowell Bergman sniffs a story when a former research biologist for Brown and Williamson, Jeff Wigand, won't talk to him. When the company leans hard on Wigand to honor a confidentiality agreement, he gets his back up. Trusting Bergman and despite a crumbling marriage, he goes on camera for a Mike Wallace interview and risks arrest for contempt of court. Westinghouse is negotiating to buy CBS, so CBS attorneys advise CBS News to shelve the interview and avoid a lawsuit. 60 Minutes and CBS News bosses cave, Wigand is hung out to dry, Bergman is compromised, and the CEOs of Big Tobacco may get away with perjury. Will the truth come out?",https://www.imdb.com/title/tt0140352
1012,1020,274812,Secretary,6.9,2002,Comedy | Drama | Romance,Steven Shainberg,James Spader|Maggie Gyllenhaal|Jeremy Davies|Lesley Ann Warren|Stephen McHattie|Patrick Bauchau|Jessica Tuck|Oz Perkins|Amy Locane|Mary Joy|Michael Mantell|Lily Knight|Sabrina Grdevich|Lacey Kohl|Julene Renee|Lauren Cohn|Ezra Buzzington|Kyle Colerider-Krugh|Steven Fierberg|Herbert Russell|David Wiater|Shannon Convery|Alison Tatlock|Emmy Collins|Christina Gray|Diane McGee|Steven Quale|Cali T. Rossen|Steven Shainberg|Erin Cressida Wilson,https://m.media-amazon.com/images/M/MV5BNmY1MTdiMDUtYzU4Ny00NWY0LTk2YjctMWU3ZTUxZjg1OTE2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX200_.jpg,"An emotionally fragile woman recently released from a mental hospital for self mutilation goes to school to gain secretarial skills to gain employment. She has an alcoholic father and a co-dependent mother who are clueless as to who she really is which a tormented soul who really wants to find something with which she can find success. She is a great secretary and finds a job with a unique, old fashioned, but off center in charge boss with a somewhat sadistic sexual proclivity. She grows and evolves and so does he.",https://www.imdb.com/title/tt0274812
1013,1021,272338,Punch-Drunk Love,7.3,2002,Comedy | Drama | Romance | Thriller,Paul Thomas Anderson,Adam Sandler|Jason Andrews|Don McManus|Emily Watson|Luis Guzmán|David Schrempf|Seann Conway|Rico Bueno|Hazel Mailloux|Karen Kilgariff|Julie Hermelin|Salvador Curiel|Jorge Barahona|Ernesto Quintero|Julius Steuer|Mary Lynn Rajskub|Lisa Spector|Nicole Gelbard|Mia Weinberg|Karen Hermelin|Larry Ring|Kerry Gelbard|Robert Smigel|Ashley Clark|Philip Seymour Hoffman|Alan Parry|John E. Beck|Eddie Wayne Howell|Taylor J. Thomas|Bobby Bluehouse|David H. Stevens|Nathan Stevens|Jimmy Stevens|Carol Mirelez|June Sepulveda|Andrew Higgs|Rogerlyn Kanealii Wakinekona|Mike D. Stevens|Catherine Cooley|Michael Immel|Ross Lasi Tanoai|Jonathan Loughran|Kaila|Ku'Ulei|Sissy Lake|Marie Irwin|Esther Imade Balogun|Thomas Bornt|Mary Kilmartin|Anica Brown|Stephanie D'Abruzzo|Ryder Davis|Sam Polson|Wells Rosales|Shelley Waggener|Joji Yoshida,https://m.media-amazon.com/images/M/MV5BYmE1OTY4NjgtYjcwNC00NWE4LWJiNGMtZmVhYTdlMWE1YzIxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX200_.jpg,"Barry Egan hates himself and hates his life. The only male among eight siblings, Barry is treated poorly by his overbearing sisters. Despite owning his own business, he has gotten nowhere in life largely because of his insecurities. He leads a solitary life, which allows him to hide his violent outbursts that occur when he's frustrated. His solitude however allows him to think, he stumbling upon a scheme to travel the world on a pittance, travel which he has never done. Concurrently, he meets two people who pull him in two different directions. The first is Lena Leonard, a friend of his sister Elizabeth. Barry is slow to realize that Lena is attracted to him, he making her make all the first moves. Lena is eventually able to get Barry out of his shell, she who sticks around despite his obvious problems. His burgeoning relationship and thus new life with Lena is threatened by the second, ""Georgia"", who he contacted in an effort to alleviate his loneliness. Georgia and her ""band of brothers"" do whatever they can get get out of Barry what they want, no matter the price to Barry.",https://www.imdb.com/title/tt0272338
1014,1022,335266,Lost in Translation,7.7,2003,Comedy | Drama,Sofia Coppola,Scarlett Johansson|Bill Murray|Akiko Takeshita|Kazuyoshi Minamimagoe|Kazuko Shibata|Take|Ryuichiro Baba|Akira Yamaguchi|Catherine Lambert|François du Bois|Tim Leffman|Gregory Pekar|Richard Allen|Giovanni Ribisi|Diamond Yukai|Jun Maki|Nao Asuka|Tetsuro Naka|Kanako Nakazato|Fumihiro Hayashi|Hiroko Kawasaki|Daikon|Anna Faris|Asuka Shimuzu|Ikuko Takahashi|Koichi Tanaka|Hugo Codaro|Akiko Monô|Akimitsu Naruyama|Hiroshi Kawashima|Hiromi Toshikawa|Nobuhiko Kitamura|Nao Kitman|Akira|Kunichi Nomura|Yasuhiko Hattori|Shigekazu Aida|Kazuo Yamada|Akira Motomura|Osamu Shigematu|Takashi Fujii|Kei Takyo|Ryo Kondo|Yumi Ikeda|Yumika Saki|Yuji Okabe|Dietrich Bollmann|Georg O.P. Eschert|Mark Willms|Lisle Wilkerson|Sam Arnold|Nancy Steiner,https://m.media-amazon.com/images/M/MV5BMTUxMzk0NDg1MV5BMl5BanBnXkFtZTgwNDg0NjkxMDI@._V1_SX200_.jpg,"Middle-aged American movie star Bob Harris is in Tokyo to film a personal endorsement Suntory whiskey ad solely for the Japanese market. He is past his movie star prime, but his name and image still have enough cachet for him to have gotten this lucrative $2 million job. He has an unsatisfying home life where his wife Lydia follows him wherever he goes - in the form of messages and faxes - for him to deal with the minutiae of their everyday lives, while she stays at home to look after their kids. Staying at the same upscale hotel is fellow American, twenty-something recent Yale Philosophy graduate Charlotte, her husband John, an entertainment still photographer, who is on assignment in Japan. As such, she is largely left to her own devices in the city, especially when his job takes him out of Tokyo. Both Bob and Charlotte are feeling lost by their current situations, which are not helped by the cultural barriers they feel in Tokyo, those cultural barriers extending far beyond just not knowing the language. After a few chance encounters in the hotel, they end up spending much of their time hanging out together, each helping the other deal with their feelings of loss in their current lives. The friendship that develops between the two, which is not always a bumpy-free one, may be just for this specific place and time, but it may also have long lasting implications.",https://www.imdb.com/title/tt0335266
1015,1023,390521,Super Size Me,7.2,2004,Documentary,Morgan Spurlock,Chemeeka Walker|Dania Abu-Rmaileh|Amanda Kearsan|Christian Baucher|Amelia Giancarlo|Geoffrey Giancarlo|Alexandria Morgan|Chanelle Clarke|Marisa Danenfield|Katie Danenfield|Megan Foley|Edmand Cardero|Jay Cohen|Jonnae Strong|Audrey Whitfield|Rachel Whitfield|Maxim Moore|Leeroy Waltan|Achaunti Strong|John Paul Leone|Mike Kelly|Alana Hyltan|Branden Bidan|Christy Bosley|Woojin Yeo|Thomas O'Bara|Matthew Redding|Thomas Redding|Austin Han|Luke McAirr|Madeleine Rossanese|Montant Telman|Aina Aagliardi|Daniel Cole|Joshua Arline|Erin Shanely|Tristian Leone|Nathan Radford|Shawnda Radford|Kathryn Palmer|Giovanna Rochester|Tiana Loveless|Marcus Penn|Daniel Portnay|Michael Baez|Maria DeJesus|Keri Ann Bova|Samantha Manns|Dar Ran Brawn|Morgan Spurlock|Daryl Isaacs|Lisa Ganjhu|Stephen Siegel|Bridget Bennett|Eric Rowley|Mark Fenton|Alexandra Jamieson|Rick Bruhn|Evan Marguiles|Eve Pyne Parageud|Brenda Hoover|Dave Nolder|John Banzhaf|Samuel Hirsch|David Satcher|Lisa Young|Kelly Brownell|Jacob Sullum|Kloe Kinsey|Kyle Kinsey|Tommy Thompson|William J. Klish|Caitlin Spurlock|Jared Fogle|Twila C. Patterson|Victoria Patterson|John Robbins|Matt Bohling|Vincent E. Page|Jermaine Elam|Greg Unger|Teresa McGill|Sarah Sinclair|Don Gorske|Mary Gorske|Ron English|Marion Nestle|Margo Wootan|Pedro Manfron|Michael Paige|Nicole Allen|Manoosh Abtahi|Adrienne Mazeika|Mary Bollino|Barbara Brown|Kay Glover|Greg Bretthauer|Paul Stitt|Marlene Canter|Gene Grabowski|Phil Lawler|Bryan Phillips|Judith C. Young|Gerald N. Tirozzi|Dallas Travers|Julian Clayton|Phyllis Spurlock|Neal Barnard|Bruce Howlett|Tammy Howlett|Adam Naaman|Carl Geisler|Laura Sandy|Kacie Sandy|Ashley Sandy|Kymme Simchak|Scott Ambrozy|Angela|Barbara|Bob Baugher|Myra Baugher|Molly Cannady|Charlie|Andrew Gorske|Lisa Howard|Ken|Debra Larson|Phil Lempert|Gia Melissa Maciano|Pat|Catherine Schilcher|Chris Sell|Allen Steadham|Sylvia|George W. Bush|Michael Jordan|Big Mac|Ronald McDonald|Britney Spears,https://m.media-amazon.com/images/M/MV5BMTYyOTk4MjIxOF5BMl5BanBnXkFtZTcwMzk1NTUyMQ@@._V1_SX200_.jpg,"Several legal suits have been brought against McDonald's Restaurants that they are knowingly selling food that is unhealthy. Some of the court decisions have stated that the plaintiffs would have a claim if they could prove that eating the food every day for every meal is dangerous. As such, documentarian Morgan Spurlock conducts an unscientific experiment using himself as the guinea pig: eat only McDonald's for thirty days, three meals a day. If he is asked by the clerk if he would like the meal super sized, he has to say yes. And by the end of the thirty days, he will have had to have eaten every single menu item at least once. Before starting the experiment, he is tested by three doctors - a general practitioner, a cardiologist and a gastroenterologist - who pronounce his general health to be outstanding. They will also monitor him over the thirty days to ensure that he is not placing his health into irreparable damage. He also consults with a dietitian/nutritionist and an exercise physiologist, the latter who also deems him to be above average fitness. As it mimics the lifestyle of those who eat fast food, he will also do no exercise for the thirty days, limiting himself to under 5,000 steps per day (the approximate equivalent of 2½ miles). These health and medical experts have some predictions about his general health and wellness by the end of the experiment. His vegan chef girlfriend also has some predictions about how this experiment will affect his mood and therefore their relationship. As he goes through the experiment, he speaks to a number of people - many experts in their respective fields - on the pros and cons of the fast food lifestyle. Just over halfway through the experiment, it is evident that even the experts can be wrong, and not in a good way.",https://www.imdb.com/title/tt0390521
1016,1024,361596,Fahrenheit 9/11,7.5,2004,Documentary | Drama | War,Michael Moore,Ben Affleck|Stevie Wonder|George W. Bush|James Baker III|Richard Gephardt|Tom Daschle|Jeffrey Toobin|Al Gore|Condoleezza Rice|Donald Rumsfeld|Saddam Hussein|George Bush|Ricky Martin|Byron Dorgan|Osama bin Laden|Craig Unger|Larry King|Bandar bin Sultan bin Abdulaziz|Jack Cloonan|Bill Clinton|James C. Moore|Robert Jordan|Dan Briody|John Major|Helen Thomas|Carol Ashley|Thomas Kean|Rosemary Dillard|Richard Clarke|Paul Wolfowitz|Dick Cheney|Tony Blair|Martha Brill Olcott|Kenneth Lay|Sayed Rahmatullah Hashemi|Hamid Karzai|Zalmay Khalilzad|Jim McDermott|John Rivers|Dave Bondy|Frances Stroik|Mel Stroik|Roy Gladding|Stanley Clarke|John Ashcroft|Thomas Pickard|Aaron Kilner|Richard Pierce|Barry Reingold|Porter Goss|John Conyers|Tammy Baldwin|Michael Moore|Patrick Hamilton|Josh Brooks|Andy Kenyon|Britney Spears|Thomas Hamill|Lila Lipscomb|Dale Cortman|Raymond Plouhar|Abdul Henderson|Howard Lipscomb|Dave Lesar|Michael Mele|Youssef Sleiman|Sam Kubba|George Sigalos|Gordon Bobbitt|Grant Haber|Blaine Ober|John Tanner|Michael Castle|John T. Doolittle|Nick Berg|Khalil Bin Laden|Ben Alexander|James Bath|Richard Ben-Veniste|Wolf Blitzer|Jon Bon Jovi|Kyf Brewer|Stephen G. Breyer|Tom Brokaw|Jenna Bush Hager|Barbara Bush|Barbara Bush|Jeb Bush|Laura Bush|Tucker Carlson|Neil Cavuto|Ellen Corby|Katie Couric|Peter Damon|Robert De Niro|Kenneth 'Babyface' Edmonds|John Edwards|Mike Emanuel|Ari Fleischer|Tommy Franks|Charles Gibson|Ruth Bader Ginsburg|Tipper Gore|Jeff Greenfield|Katherine Harris|Dennis Hastert|Brit Hume|Jesse Jackson Jr.|Peter Jennings|Anthony M. Kennedy|Ted Koppel|Matt Lauer|Cynthia McKinney|Timothy McVeigh|Patsy Mink|John Negroponte|Saparmurat Niyazov|Sandra Day O'Connor|Concepción Picciotto|Colin Powell|Dan Rather|William Rehnquist|Tom Ridge|John Roberts|Tim Russert|Antonin Scalia|Max Schreck|Bernard Shaw|David H. Souter|George Tenet|Clarence Thomas|Maxine Waters|Jack Webb|Judy Woodruff|Paula Zahn,https://m.media-amazon.com/images/M/MV5BMjAyODU1NzM0NF5BMl5BanBnXkFtZTcwNjI1MjYyMQ@@._V1_SX200_.jpg,"Following up on 'Bowling for Columbine', film-maker Michael Moore provides deep and though-provoking insights on the American security system, the level of paranoia, fear, uncertainty, false values and patriotism, which all combined together to set a stage for George W. Bush to launch a war on Iraq instead of focusing on getting the real culprit(s) behind the terrorist attacks of September 11, 2001. This documentary also focuses on how some Saudis were safely and secretly flown out of America while planes were ostensibly grounded after the attacks. Archived film footage, candid interviews with politicians, and an overall waste of public funds for a war that was initiated on false pretension to wit: a weapon of mass distraction - to take the focus away from the real enemy and get Americans glued to their TV sets to watch innocent Iraqis and Afghans getting killed. And a war that would eventually alienate the U.S.A. and its citizens from almost every country on Earth.",https://www.imdb.com/title/tt0361596
